,축제명,축제주요내용
194,사각사각 봄이 오는 소리 ,"['잎', '바람', '소리', '참나무', '가지', '불규칙', '오', '햇빛', '반사', '나', '눈', '예술', '봄', '은', '물레', '물레체험', '체험', '컬러링', '컬러링엽서', '엽서', '제작', '페이퍼', '페이퍼토이', '토이', '만들기', '동물', '동물클레이', '클레이', '영화', '영화관람', '관람', '등', '행사', '박', '박기용', '기용', '서울시', '강', '강사업본부', '사업', '본부', '총무', '총무부장', '부장', '사각', '사각사각', '플레이스', '개장', '1', '1주년', '주년', '맞이', '가족', '슬로건', '과', '테', '테마의', '마의', '소원', '벽', '아트', '아트마켓', '마켓', '콘서트', '프로그램', '진행', '사진', '고개', '등짝', '느낌', '낙엽', '사이', '얼레지', '프레임', '김', '김선우', '선우']"
195,MCN 키즈 페스티벌 ,"['인천', '인천시가', '시가', '주최', '테크노', '파크', '한중', '한중문화예술포럼', '문화', '예술', '포럼', '공동', '주관', '국제', '1', '1인미디어', '인', '미디어', '페스티', '키즈', '듀', '푸드', '먹', '먹방', '방', '헬스', '뷰티', '엔터테인먼트', '등', '분야', '구성', '이벤트', '존', '크리', '터', '기업', '1인', '16', '16일', '일', '송도', '송도국제도시', '도시']"
196,대한민국 어린이축제 푸른꿈을 찾아서 ,"['대한', '대한민국', '민국', '어린이', '어린이축제', '축제', '푸른', '푸른꿈', '꿈', '2019', '5.5', '서울특별', '서울특별시', '시', '광진', '광진구', '구', '육영', '육영재단', '재단', '주최', '미래', '미래세대', '세대', '들', '발견', '수', '체험', '기회', '경기', '경기도', '경기도민일보', '도', '민', '일보', '서울', '당산', '위치', '서울현대직업전문', '현대', '직업', '전문', '학교', '현전', '의', '상담', '상담심리학과', '심리', '학과', '과정', '사회', '사회복지', '복지', '행정', '행정학사', '학사', '행정전문학사', '학생', '자원', '자원봉사', '봉사', '스텝', '참여', '오늘', '5', '5일', '일', '3', '가족', '2018', '능동', '회관', '전역', '개최', '도움', '론', '펜', '등', '오', '5월', '월', '3일', '제공', '다양', '시청각', '을', '이사장', '조수', '조수연', '연', '이', '포스터', '뉴스', '처', '0', '사진', '내달', '이하', '6', '6일', '1890', '남산골', '남산골야시장', '야시장', '중구', '남산골한옥마을', '한옥', '마을', '천우', '광장', '일', '10', '10월', '27', '27일', '공주', '석장리', '세계', '세계구석기', '구석기', '충남', '유치원', '졸업', '저', '31', '31회', '회', '35', '35회', '발대식', '시작', '계층', '특별', '행사', '지속', '아이']"
197,씨페스티벌 (C-Festival) ,"['희선', '기자', '5', '5월', '월', '축제', '서막', '씨', '씨페스티벌', '페스티벌', '성황리', '마무리', '삼성', '삼성동', '동', '무역', '무역센터', '센터', '코', '코엑스', '엑스', '일대', '5회차', '회', '차', '본', '행사', '단순', '소비', '청년', '스타트', '스타트업', '업', '기업', '참여', '2019', '을', '개최', '은', '대한', '대한민국', '민국', '최대', '민', '관', '관협업', '협업', '마이', '행사다', '공연', '우수', '3', '3개사', '개사', '스타', '러', '러스터', '스터', '위원회', '광장']"
198,서울 보드게임 페스타 ,"['저', '11', '11회', '회', '서울', '서울보드게임페', '보드', '게임', '페', '스타', '개최', '이', '이번', '번', '행사', '놀이', '놀이속', '속', '세상', '젬블', '코리아', '코리아보드게임즈', '즈', '행복', '오', '오밥', '밥', '만두', '만두게임즈', '조', '매직', '보드엠', '엠', '게임올', '올', '지', '브레인', '브레인티저스', '티', '저스', '미', '미미월드', '월드', '공간', '공간27', '27', '조이', '조이엔조이', '엔조이', '게임조선', '조선', '촬영', '서울시', '후원', '서울산업진흥원', '산업', '진흥원', '한국', '한국보드게임산업', '협회', '공동', '공동주관', '주관', '국내', '최대', '보드게임', '체험', '박람회', '12', '13', '13일', '일', '양일간', '텍', '은', '서울보드게임', '페스타', '서울무역전시컨벤션', '무역', '전시', '컨벤션', '센터', '1', '3', '전시실', '이번', '사', '금일', '12일', '가족', '문화', '문화이자', '이자', '교육', '콘텐츠', '모바일', '모두', '마블', '할로윈', '기념', '축제', '큐브', '로', '캐릭터', '제공', '21', '21일', '한빛', '한빛소프트', '소프트', '다음달', '1일', '3일', '순천만', '생태', '생태문화교육원', '교육원', '일대', '지투', '투', '배']"
199,종묘대제 ,"['권의', '책', '10', '10월1일', '월', '1', '일', '11', '11월15일', '15', '일', '0', '창경궁', '가을', '가을길', '길', '10월31일', '31', '11월10일', '목', '금', '토', '일', '덕수궁', '석조전', '특별전', '대한', '대한제국', '제국', '황제', '식탁', '9', '9월21일', '21', '11월24일', '24', '종묘', '추향', '대제', '11월', '2', '2일', '등', '중기', '중기이코노미', '이코노미', '세계', '세계문화유산인', '문화', '유산인', '사직', '환', '환구', '구', '왕릉', '왕릉제향', '제향', '전수', '전수자로', '자로', '진행', '2019', '2019가을', '종묘대제', '세', '세종대왕실', '종대', '왕실', '대축', '대축관', '관', '봉', '봉무', '무', '조선', '조선왕실', '문화위원', '위원', '여주', '영', '영릉', '릉', '세종', '세종대왕릉', '대왕릉', '세종대왕', '대왕', '국무총리', '국무총리상은', '상은', '태극', '태극무늬', '무늬', '4', '4괘', '괘', '현대적', '해석', '재구성', '태극구성', '구성', '의', '최', '최우영', '우영', '씨', '일반부', '특징', '시각적', '안해', '학생', '대', '대학생부', '부', '제사', '사', '신라', '신라오릉보존', '오', '보존', '회', '이사장', '박', '박낙규', '낙', '규', '주관', '이날', '초헌관', '박석', '박석남', '남', '우진', '우진사료공업', '사료', '공업', '회장', '아헌관', '박재', '박재순', '순', '광주', '광주전남발전', '전', '남발', '협의회', '추모제', '국가', '국가무형문화재', '무형', '문화재', '제', '제1호', '호', '종묘제례악', '제례악', '전수교육조교', '교육', '조교', '김', '김영숙', '영숙', '박사', '자문', '사직대제', '환구대제', '국가제례', '제례', '제관', '이상', '이상훈', '훈', '종묘제례보존회', '전례', '전례차장', '차장', '의례', '지도', '창', '창근', '근']"
200,서울 보드게임페스타 ,"['저', '11', '11회', '회', '서울', '서울보드게임페', '보드', '게임', '페', '스타', '개최', '이', '이번', '번', '행사', '놀이', '놀이속', '속', '세상', '젬블', '코리아', '코리아보드게임즈', '즈', '행복', '오', '오밥', '밥', '만두', '만두게임즈', '조', '매직', '보드엠', '엠', '게임올', '올', '지', '브레인', '브레인티저스', '티', '저스', '미', '미미월드', '월드', '공간', '공간27', '27', '조이', '조이엔조이', '엔조이', '게임조선', '조선', '촬영', '서울시', '후원', '서울산업진흥원', '산업', '진흥원', '한국', '한국보드게임산업', '협회', '공동', '공동주관', '주관', '국내', '최대', '보드게임', '체험', '박람회', '12', '13', '13일', '일', '양일간', '텍', '은', '서울보드게임', '페스타', '서울무역전시컨벤션', '무역', '전시', '컨벤션', '센터', '1', '3', '전시실', '이번', '사', '금일', '12일', '가족', '문화', '문화이자', '이자', '교육', '콘텐츠', '모바일', '모두', '마블', '할로윈', '기념', '축제', '큐브', '로', '캐릭터', '제공', '21', '21일', '한빛', '한빛소프트', '소프트', '다음달', '1일', '3일', '순천만', '생태', '생태문화교육원', '교육원', '일대', '지투', '투', '배']"
201,연등회 ,"['조계', '조계종', '종', '0', '0총무원장', '총무원장', '0원행스님', '원행', '스님', '0국가무형문화재', '국가', '무형', '문화재', '0등재', '등재', '0등', '등', '030', '030년간', '년', '간', '연등', '연등회', '회', '0발전', '발전', '0위', '위', '0노력', '노력', '보존', '보존위원회', '위원회', '0박상희', '박', '상희', '0전문위원', '전문', '위원', '0노', '노', '0치하', '치하', '오', '오직', '직', '기획', '실무', '30', '30여년', '여', '년', '외길', '박상희', '종무원', '정년', '정년퇴임', '퇴임', '퇴직', '후', '유', '유네스코', '네스', '코', '세계', '세계유산', '유산', '때', '관심', '행사', '체크', '중요', '중요무형문화재', '지정', '통일', '통일신라시대', '신라', '시대', '불교계', '전승', '2012', '2012년', '제', '제122호', '122', '호', '위상', '총무원', '호법', '호법부', '부', '상임', '상임감찰', '감찰', '선적', '선적스님', '사무국장', '혜', '혜원스님', '원', '임명', '원행스님', '10', '10월23일', '월', '23', '일', '한국', '한국불교역사문화', '불교', '역사', '문화', '기념관', '4', '4층', '층', '접견실', '보존위원']"
202,궁중문화축전 ,"['문화재', '문화재청', '청', '한국', '한국문화재재단', '재단', '내년', '제', '제6회', '6', '회', '궁중', '궁중문화축전', '문화', '축전', '의', '신설', '프로그램', '신', '진상품', '가제', '사업', '지방', '지방자치단체', '자치', '단체', '공모', '공모접수', '접수', '25', '25일', '일', '다음달', '14', '14일', '21', '21일', '은', '4', '21세기', '세기', '봄', '개최', '저', '6회', '을', '대상', '현재', '과', '궁궐', '궁궐활용사업', '활용', '기획', '기획업무', '업무', '총괄', '세종', '세종시문화재단', '시', '자문', '자문위원', '위원', '활동', '초교', '시절', '판소리', '국악', '입문', '김', '김순호', '순', '호', '박사', '국가', '국가무형문화재', '무형', '제5호', '5', '호', '고', '고법', '법', '수자', '궁', '능', '능유적', '유적', '무', '무장애공간', '장애', '공간', '조성', '5억', '억', '원', '확대', '47', '47억', '조선', '조선왕릉', '왕릉', '문화관', '관', '개편', '24', '24억', '투입', '예정', '71', '71억', '지정', '지정문화재', '보호', '보호기반', '기반', '마련', '전국', '비지', '비지정문화재', '정', '일제', '일제조사', '조사']"
203,광주세계김치축제 광주햇김치 서울나들이 ,"['광주', '광주세계김치축제', '세계', '김치', '축제', '홍보', '홍보대사', '대사', '미카엘', '셰프', '3', '3일', '일', '오후', '서울', '시청', '앞', '광장', '열린', '서울나들이', '나들이', '개막식', '인사', '햇김치', '관련', '문의', '안내', '담기', '체험', '체험프로그램', '프로그램', '참여', '신청', '김치축제', '의', '차별화', '시도', '2019', '문제', '한계', '극복', '문화', '선도', '이미지', '지역', '산업', '발전', '계기']"
204,롯데월드타워 불꽃축제 ,"['서울', '세계', '불꽃', '불꽃축제', '축제', '의', '경우', '10', '발', '데', '15', '15억', '억', '원', '롯데', '롯데월드타워', '월드', '타워', '도', '11', '11분', '분', '만', '750', '750여', '여', '곳', '3', '3만여', '만', '여', '40', '40억', '비용', '외', '부산', '포항', '국내', '4', '4대', '대', '중', '하나', '송', '팀장', '제품', '준비', '설치', '현장', '실행', '2000', '2000년', '년', '1', '1회', '회', '지금', '5', '5월', '월', '이번', '측정', '예비적', '차원', '차례', '0', '0진행', '진행', '뿐', '조사', '결과', '내년', '놀이', '개최', '영향', '수', '서울시', '고농도', '시즌', '12', '12월', '3월', '행사', '취사', '포항불빛', '불빛', '등', '0대형', '대형', '1986', '1986년', '아시안', '아시안게임', '게임', '1988', '1988년', '올림픽', '올림픽게임', '2002', '2002년', '컵', '2018', '2018년', '평창', '평창동', '동', '국가적', '수', '국내외', '관광객', '잠실', '일대', '교통', '도보', '도보이동', '이동', '마비', '바', '인근', '혼잡', '해소', '편안', '장소', '쇼']"
205,시끌벅적 과학축제 ,"['이번', '행사', '과학', '과학축제', '축제', '주제', '다양', '탐구', '활동', '항공', '항공과학', '고무', '고무동력기', '동력기', '대회', '로켓', '로켓과학', '에어', '에어로켓', '전교생', '참여', '태블릿', '봄', '햇살', '명절', '시골', '시골마을', '마을', '반면', '수', '십', '만대', '차량', '수도권', '적함', '경기', '경기상상캠퍼스', '상상', '캠퍼스', '서울대', '농업', '농업생명', '생명', '대학', '곳', '공기', '호흡', '숲', '부산', '문화', '문화예술교육', '예술', '교육', '페스티벌', '꿈', '꿈다락', '다락', '문화예술단체', '단체', '시민', '시민참여형', '형', '마련', '부산문화재단', '재단', '다음달', '3', '3일', '일', '예술놀이터', '놀이터', '컨셉', '해', '필름', '카메라', '촬영', '액자', '꾸미기', '에코', '에코백', '백', '만들기', '관', '과거', '과거시', '시', '경', '경연대', '연대', '가족', '가족골든벨', '골든', '벨', '달밤', '북', '북나들이', '나들이', '도서관', '원정대', '모습', '책', '준비', '최선', '고', '재미', '신기', '날', '17', '17일', '충북', '청주', '석성', '석성초', '초', '열린', '학교', '1', '2', '2학년', '학년', '학생', '워터', '워터볼', '볼', '제작', '충', '일보', '박', '박성진기자', '성진', '기자', '0', '0충북', '석성초등학교', '초등학교', '과학적', '전', '교생', '대상', '교내', '개최', '제공', '타임즈', '2018', '포스터', '사진', '사진출처', '출처', '한국', '한국관광공사', '관광', '공사', '서울', '내외', '내외뉴스통신', '뉴스', '통신', '양', '양규리', '규리', '21', '21일', '22', '22일', '0서울특별시립', '광진', '특별시', '립', '청소년', '청소년수련관', '수련관', '12', '12일', '부처님', '부처님오신날', '오신', '연등', '도', '어린이날', '연휴', '디즈니', '세계로', '종로', '종로구', '구', '국립', '국립민속박물관', '민속', '박물관', '이날', '오월', '어린이', '세상', '을', '대잔치', '책의', '세계', '저작권', '광화문', '광화문광장', '광장', '중앙', '중앙광장', '4', '4월', '월', '23', '23일', '디저트', '디저트페어', '페어', '벚꽃', '녹차', '녹차전', '강남', '강남구', '학', '학여울', '여울', '전시장', '서울시립광진청소년', '시립']"
206,서울국제즉흥춤축제 ,"['박정', '박정환', '환', '문화', '문화전문기자', '전문', '기자', '국제', '공연', '공연예술프로젝트', '예술', '프로젝트', '국내외', '무용가', '150', '150명', '명', '참여', '저', '19', '19회', '회', '서울', '국제즉흥', '즉흥', '춤', '춤축제', '축제', '23', '23일', '일', '28', '28일', '대학로', '아르코', '아르코예술극장', '극장', '소극장', '개최', '아시아', '유일', '즉흥춤축제', '적인', '명성', '흥', '흥춤', '로', '세계적', '아티스트', '4', '4월', '월', '의', '중심', '올해', '5', '5일', '종로', '종로구', '구', '대학로예술극장', '산', '산청', '청', '황매산', '철쭉제', '경남', '산청', '산청군', '군', '차황', '차황면', '면', '법', '법평리', '평', '리', '주차장', '주차장일대', '일대', '27', '27일', '일', '5월', '12', '12일', '합', '합천', '천', '합천', '합천군', '가회', '가회면', '황매산공원', '공원', '02019', '특별', '특별시', '시', '0', '2019.04', '순수', '예술가', '몸짓', '즉흥적', '움직임', '무대', '모습', '제공', '봄', '각본', '규격', '이', '만발', '오', '24', '29', '29일', '장면', '사진', '규격화', '형식', '나', '자유', '수', '18', '18회', '신문', '장광', '장광렬', '렬', '예술감독20년', '감독', '20', '년', '전', '일', '1997', '1997년', '무용계', '최초', '코리아', '댄스', '댄스이벤트', '이벤트', '준비', '테', '테카', '카', '로발레단', '발레단', '내한', '내한공연', '추진', '개막', '1', '1주일', '주일']"
207,충무공 이순신 탄신 기념 행사 ,"['문화재', '문화재청', '청', '현충사', '현충사관리소', '관리소', '28', '28일', '일', '오전', '아산', '충무공', '이순신', '장군', '애국', '애국정신과', '정신과', '국난', '국난극복', '극복', '의지', '선양', '탄신', '저', '474', '474주년', '주년', '기념', '다례', '행사', '개최', '이날', '0', '0다례', '11', '11시', '시', '충남', '아산시', '시', '기념행사', '거행', '23', '23일', '초헌관', '현충사관리소장', '관리', '소장', '의', '분향', '헌작', '술잔', '올림']"
208,원더풀 페스티벌(ONETHEFULL FESTIVAL) ,"['한편', '공단', '이날', '경기', '용인', '용인시', '시', '본사', '대강당', '임직원', '400', '400여명이', '여', '명이', '참석', '가운데', '해', '동안', '전사', '추진', '경영', '경영효율', '효율', '혁신', '프로젝트', '성과', '공유', '시상', '원', '켐', '켐코', '코', '페스티', '을']"
209,서울디저트페어 벚꽃&체리 ,"['올해', '서울', '서울디저트페어', '디저트', '페어', '벚꽃', '과', '체리', '주제', '잎', '분', '터', '이곳', '들', '봄', '대표', '꽃', '을', '분홍빛', '이하', '서', '서디페', '디', '페', '오', '19', '19일', '일', '21', '21일', '학', '학여울', '여울', '전시장', '전관', '이색', '0', '축제', '개최', '09', '09일', '저', '21회', '회', '디페', '총', '3', '3개', '개', '관', '진행', '3관', '컨셉', '0이번', '이번', '0봄나들이', '나들이', '0디저트', '0할', '할', '0수', '수', '0서울디저트페어', '하면', '0것', '한편', '0벚꽃', '벚', '0티', '티', '0가격', '가격', '나', '볼', '디자인', '블루', '블루베리', '베리', '이용', '과일', '젤리', '젤리플라워', '플라워', '바크', '바크초콜릿', '초콜릿', '랭', '꽃다발', '퓨', '퓨전', '전', '떡', '수제', '잼', '청', '등', '이색적인', '적인', '제공', '개최예정', '예정', '지금', '할인', '2,900', '2,900원', '원', '수', '이색적', '벚꽃축제', '봄나들이', '회']"
210,단종비 정순왕후 추모 문화제 ,"['종로', '종로구', '구', '구청장', '김', '김영종', '영종', '2019', '단종', '단종비', '비', '정순', '정순왕후', '왕후', '추모', '문화', '문화사업', '사업', '일환', '가족', '대상', '세시', '세시풍속', '풍속', '추모문화제', '문화제', '숨결', '숨결길', '길', '프로그램', '등', '진행', '지역', '주민', '의', '삶', '서울', '운의', '여인', '19', '19일', '일', '20', '20일', '이틀간', '숭', '공원', '일대', '18', '18일', '2008', '2008년', '년', '행사', '열린', '충혼', '넋', '진혼', '진혼무', '무', '공연', '2019.04']"
211,4·19혁명국민문화제 ,"['60', '60주년', '주년', '기념', '4', '19', '19혁명', '혁명', '국민', '국민문화제', '문화제', '개최', '근', '근현대사기념관', '현대사', '기념관', '운영', '3', '1', '1독립운동', '독립운동', '재현', '재현행사', '행사', '등', '정책', '완성도', '제고', '사용', '재원', '이', '지역', '지역경제', '경제', '활성화', '일자리', '창출', '분야', '197', '197억원', '억', '원', '활용', '어르신', '강북', '강북구', '구', '구청장', '박', '박겸수', '겸', '수', '2019', '의', '성과', '평가', '평가보고회', '보고회', '28', '28일', '일', '이날', '주최', '측', '사무', '사무국', '국', '위원회', '위원', '발전', '발전방안', '방안']"
212,Lifeplus 벚꽃피크닉 ,"['벚꽃', '벚꽃피크닉', '피크닉', '시네마', '시네마위크', '위크', '문화', '예술', '이벤트', '결합', '페스티벌', '현재', '삶', '풍요', '수', '기회', '제공', '데', '비중', '컨퍼런스', '2019', '다가', '미래', '반', '한화', '한화그룹', '그룹', '개최', '축제', '이', '여의도', '0', '0벚꽃피크닉', '벚', '꽃', '02019', '공식', '공식포스터', '포스터', '한화생명', '생명', '자사', '5', '5개', '개', '금융', '금융계열사', '계열사', '한화손해보험', '손해', '보험', '한화투자증권', '투자', '증권', '행사', '장면', '사진', '4', '4월', '월', '13', '13일', '일', '63', '63빌딩', '빌딩', '앞', '여의도공원', '공원', '핑크빛', '한화자산운용', '자산', '운용', '한화저축은행', '저축', '은행']"
213,석촌호수 벚꽃축제 ,"['촌', '촌호수', '호수', '벚꽃', '벚꽃축제', '축제', '한성', '한성백제문화제', '백제', '문화제', '등', '구의', '대표적', '무대', '활약', '구', '구리듬체조단', '리듬', '체조', '단', '연말', '정기', '정기공연', '공연', '주민', '리듬체조', '아름다움', '감동', '선사', '최우수', '수상', '저', '10', '10회', '회', '리듬체조클럽페스티벌', '클럽', '페스티벌', '연기', '각종', '대회', '실력', '로', '유명', '서울', '의', '길', '과', '경기', '경기도', '도', '시흥', '물', '물왕저수지', '왕', '저수지', '들꽃', '들꽃언덕길', '언덕길', '포', '산정', '명물', '억새', '숲길', '다양', '주제', '조성', '체험', '수', '송', '송파', '송파구', '파구', '잠실', '잠실관광특구', '관광', '특구', '롯데', '롯데월드', '월드', '방', '맛', '맛골', '골', '올림픽', '올림픽공원', '공원', '지역', '단풍', '단풍낙엽', '낙엽', '한성백제', '문화재', '행사', '개최', '롯데면세점', '면세점', '관광특구', '내', '음식점', '해', '사람', '곳', '기도', '하다', '이', '이번', '번', '추석', '보름달', '18', '18시', '시', '37', '37분', '분', '시간', '아차산', '남산', '남산공원', '하늘', '하늘공원', '낙산', '낙산공원', '매봉산', '송파', '송파구', '구', '5', '5일', '일', '12', '12일', '8', '8일', '동안', '2019', '3', '3일', '장', '변', '꽃', '1000', '1000여', '여', '그루', '나무', '풍경', '이벤트']"
214,영등포 여의도봄꽃축제 ,"['25', '25일', '일', '서울', '영등포', '구', '4', '4월', '월', '5', '5일', '11', '11일', '국회', '뒤편', '여의', '여의서로', '서로', '한강', '한강둔치', '둔치', '축구장', '일대', '저', '15', '15회', '회', '여의도', '봄꽃', '봄꽃축제', '축제', '이', '이번', '번', '꽃', '봄', '주제', '1.7', '휴일', '7', '7일', '열린', '2019', '시민', '윤', '윤중로', '중로', '만개', '벚꽃', '벚꽃길', '길', '오', '사진', '김', '석', '기자', '버스', '막차', '막차운행', '운행', '정보', '서울교통정보센터', '교통', '센터', '피스', '홈페이지', '120', '다산', '다산콜센터', '콜', '확인', '수', '도로', '도로통제', '통제', '상', '가능']"
215,수양벚꽃과 함께하는 호국의 봄 열린 현충원 행사 ,"['눈', '장소', '서울', '현', '현충원', '충원', '외곽', '둘레', '솔냇길', '현충문', '중심', '수양', '수양벚꽃', '벚꽃', '길이', '개', '개최', '최', '개방', '행사', '호', '호국', '국', '봄', '열린', '과', '문예', '백일장', '그림', '그리기', '대회', '호국', '2019', '4.5', '4.11', '동작', '동작구', '구', '만개', '국가', '희생', '순국', '순국선열', '선열', '호국영령', '영령', '추모', '감사', '나라', '나라사랑', '사랑', '정신', '함양', '먼저', '5', '5일', '일', '영등포', '여의도', '여의도봄꽃축제', '봄꽃', '축제', '시작', '0', '촌', '촌호수', '호수', '벚꽃축제', '양재', '양재천', '천', '등', '광천', '금', '금천', '하모니', '주제', '11', '11일', '진행', '친구', '6', '6일', '국방부', '특별', '특별의장', '의장', '군악', '음악회', '퀴즈', '국립', '국립서울', '은', '9', '9일', '15', '15일', '2018', '을', '2', '2일', '2008', '2008년', '년', '의', '명칭', '올해']"
216,영등포여의도봄꽃축제 ,"['25', '25일', '일', '서울', '영등포', '구', '4', '4월', '월', '5', '5일', '11', '11일', '국회', '뒤편', '여의', '여의서로', '서로', '한강', '한강둔치', '둔치', '축구장', '일대', '저', '15', '15회', '회', '여의도', '봄꽃', '봄꽃축제', '축제', '이', '이번', '번', '꽃', '봄', '주제', '1.7', '휴일', '7', '7일', '열린', '2019', '시민', '윤', '윤중로', '중로', '만개', '벚꽃', '벚꽃길', '길', '오', '사진', '김', '석', '기자', '버스', '막차', '막차운행', '운행', '정보', '서울교통정보센터', '교통', '센터', '피스', '홈페이지', '120', '다산', '다산콜센터', '콜', '확인', '수', '도로', '도로통제', '통제', '상', '가능']"
217,국회개방행사 국회의 봄 ,"['오', '4', '4월', '월', '6', '6일', '일', '7', '7일', '국회', '국회개방행사', '개방', '행사', '100', '100년', '년', '봄', '이', '봄기운', '만끽', '다양', '공연', '체험', '0', '봄나들이', '나들이', '오세요', '세요', '대한', '대한민국', '민국', '임시', '정원', '폴', '봄꽃', '시민', '개방행사', '개', '개원', '원', '70', '70년', '국', '국회의', '회의', '올해', '임시정부', '정부', '100주년', '주년', '2019', '개최', '여의도', '봄꽃축제', '축제', '기간', '양일간', '잔디', '잔디마당', '마당', '2019년', '주말', '이틀', '동안', '을', '첫째', '날', '가수', '축하', '축하공연', '둘째', '역사', '역사강사', '강사', '특별', '토크쇼', '마련', '떡', '나눔', '의복']"
218,안산자락길 벚꽃음악회 ,"['인왕산', '북한산', '서울', '도심', '한눈', '장관', '감상', '수', '5', '7', '7일', '일', '오후', '2', '2시', '시', '7시', '6', '6회', '회', '안산', '벚꽃', '마당', '서대문', '길', '벚꽃음악회', '음악회', '서대문구', '구', '0', '2019', '대문', '구청', '인근', '연희', '연희숲속쉼터', '숲', '속', '쉼터', '야외', '야외무대', '무대', '4', '4월', '월', '05', '개최', '26', '26일', '남산', '296', '수령', '040', '50', '50년', '년']"
219,양재천 벚꽃 등(燈) 축제 ,"['양', '양재천', '재천', '벚꽃', '등', '축제', '7', '7일', '일', '영동', '1', '1교', '교', '2', '2교', '일대', '양', '양재천', '벚꽃길', '길', '올해', '2회', '회', '이번', '행사', '오페라', '클래식', '공연', '아트', '플리마켓', '체험', '프로그램', '서초', '서초문화원', '문화원', '청년', '청년예술단', '예술단', '5', '5일', '수변', '수변무대', '무대', '다양', '진행', '오후', '개막식', '서울', '서초', '서초구', '구', '양재', '양재천변', '천변', '만개', '현장', '시민', '구청장', '3', '구간', '4', '4일', '구', '서초뮤직페스티벌', '뮤직', '페스티벌', '축제서울']"
220,동대문 봄꽃축제 ,"['2019', '동대문', '봄꽃', '봄꽃축제', '축제', '개최', '29', '29일', '일', '중랑천', '제방', '장안', '장안벚꽃길', '벚꽃', '길', '군자', '군자교', '교', '배', '배봉산', '봉산', '연륙교', '사이', '아름', '봄', '밤', '선사', '프로포즈', '이벤트', '사전', '사전접수', '접수', '현장', '현장접수', '등', '선발', '4', '4월', '월', '열린', '버스', '버스킹', '킹', '공연', '0', '0퇴근길', '퇴근길', '일상', '주민', '마음', '위로', '선율', '구청장', '유덕', '유덕열', '열', '지난해', '6', '7', '7일', '들', '참여', '참여업체', '업체', '이번']"
221,구로거리공원 벚꽃축제 ,"['6', '6일', '일', '구', '대표', '벚꽃', '명', '명소인', '소인', '거리', '거리공원', '공원', '벚꽃축제', '축제', '오전', '10', '10시', '시', '오후', '4', '4시', '로', '7', '애경', '애경빌딩', '빌딩', '41', '현대', '현대파크', '파크', '450', '구간', '대림', '대림역', '역', '방향', '4차로', '차로', '이', '주민', '사진', '4월', '월', '달', '달간', '간', '관내', '곳곳', '다양', '봄꽃', '개최', '밖', '내일', '중랑천', '산책로', '일대', '봄', '책', '겸제', '겸제책', '구로', '구로거리공원', '0', '0마련', '마련', '상춘객', '마음', '예정', '서울시', '뉴스', '배', '배재수', '재수']"
222,금천 하모니 벚꽃축제 ,"['지역', '대표', '축제', '금', '금천하모니벚꽃', '천', '하모니', '벚꽃', '지역행사', '행사', '메인', '프로그램', '준비', '금천', '구', '구만', '만', '차별적', '콘텐츠', '개발', '문화적', '가치', '발굴', '이', '밖', '학생과', '교사', '발표', '금나래아트홀', '나래', '아트', '홀', '4', '4월', '월', '5', '5일', '일', '6', '6일', '청', '안양', '안양천변', '천변', '일대', '개최', '2019', '개막식', '주제', '주제공연', '공연', '이미지', '0', '구청장', '유성', '유성훈', '훈', '문화', '문화재단', '재단', '대표이사', '이사', '정재', '공동', '주최']"
223,응봉산 개나리축제 ,"['응', '응봉산', '봉산', '은', '중랑천', '한강', '합류', '입지', '입지여건', '여건', '한강조망', '조망', '포인트', '유명', '봄철', '개나리', '개나리축제', '축제', '시민', '관광', '관광명소', '명소', '편', '정월', '대보름', '주민', '이곳', '달을', '성', '성동', '성동구', '동구', '구', '구청장', '정원', '정원오', '오', '봄', '전령', '전령사', '사', '노란색', '핀', '3', '3월', '월', '29', '29일', '일', '31', '31일', '저', '22', '22회', '회', '개최', '이번', '주제', '환경', '미래', '지구', '로', '사진', '지난해', '모습', '성동', '성동구', '구']"
224,서울 코믹월드 ,"['10', '10일', '일', '서울', '서초', '서초구', '구', '양재', '양재동', '동', '센터', '저', '166', '166회', '회', '코믹', '코믹월드', '월드', '코', '코스프레', '스프', '레', '참가자', '포즈', '2019.11', '뉴스', '뉴스1', '1', '머', '너', '즈', '워', '뉴욕', '콘', '전시', '현장', '스포츠', '김', '기자', '모바일', '게임', '기업', '컴', '컴투스', '투스', '대표', '송병준', '글로벌', '아레나', '챔피언십', '브랜드', '가치', '이', '이투데이', '투데이', '애', '만화', '사랑', '축제', '양재', '콘테스트', '만화노래자랑', '노래', '자랑', '동아리', '전시교류전', '교류', '전', '등', '볼거리', '멀티', '멀티플랫폼', '플랫폼', '카카오', '카카오게임즈', '각자', '남궁', '훈', '조', '계', '계현', '현', '20', '20일', '토', '과', '21', '21일', '일', '양일간', '학', '학여울역', '여울', '역', '텍', '164', '164회', '회', '인기', '애니메이션', '프린세스', '넥트']"
